Last Report Year,NTD ID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,30015,3015,Luzerne County Transportation Authority(LCTA),Active,Full Reporter,Kingston,PA,2010,"Scranton, PA",99,171,381502,Existing 2017,DR,PT,Discontinued,51155,51801,57247,85959,82827,69288,66524,62428,73360,77409,88196,109742,187980,350694,242695,218432,216141,233779,326310,362124,375689,175778,82412,0,,,
2017,30015,3015,Luzerne County Transportation Authority(LCTA),Active,Full Reporter,Kingston,PA,2010,"Scranton, PA",99,171,381502,Existing 2017,MB,DO,Operating,4768978,4623237,4439911,4181123,3238605,3483952,3502279,3834642,3857608,4184281,4191293,4273832,4982830,5179300,5481643,5737228,5651352,5871991,6162919,6186401,6470146,7245379,7286650,7921600,8566248,8761490,9707161
2016,30018,3018,Red Rose Transit Authority(RRTA),Inactive,Full Reporter,Lancaster,PA,2010,"Lancaster, PA",91,248,402004,Pre 2017,DR,PT,Discontinued,41940,50516,1516470,1580406,1623699,1818000,2237244,2436457,2455811,2690999,2993597,3350142,3664231,4006483,4290266,4903430,5107749,5187369,5951219,6435727,7294184,7395647,7112029,6883219,6959127,6343016,
2016,30018,3018,Red Rose Transit Authority(RRTA),Inactive,Full Reporter,Lancaster,PA,2010,"Lancaster, PA",91,248,402004,Pre 2017,MB,DO,Discontinued,3149965,3276224,3503077,3824744,4011710,4026332,4009127,4378925,4764952,5026615,5501300,5370069,5696229,5854399,6340225,7190977,7480055,7740216,8442447,8234692,8455063,8588354,9440269,9466705,9068274,9013283,
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,1981,5441567,Existing 2017,CR,DO,Operating,119502678,140946504,139786275,152846909,142839237,152030571,151825535,151830134,149940681,157886556,163164760,168402202,178872972,186242753,193977721,182174458,197362282,213637181,219782314,236410333,238669815,255004244,246824042,252456379,269907283,267844193,269646215
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,1981,5441567,Existing 2017,DR,DO,Discontinued,,,,,,,4019678,2335275,,,,,,,,,,,,,0,0,,0,,,
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,1981,5441567,Existing 2017,DR,PT,Operating,5658747,6139435,15422564,23309792,24640349,23361831,23206431,17909281,18632515,19265853,20521074,37529095,39046282,42442503,43322681,46593904,46214630,48619991,49469779,47771144,51222564,49300038,51792245,55963261,58179115,56376514,63679395
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,1981,5441567,Existing 2017,HR,DO,Operating,63855668,114640061,109817501,119560126,125518281,128936287,130959331,125994262,120741742,117033011,112923435,118743739,123278956,125380076,138855398,137189763,143738619,151618114,158029363,166097224,180434951,184296621,186688392,190017115,188649160,197091759,202060773
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,1981,5441567,Existing 2017,LR,DO,Discontinued,35558040,56960354,38599134,40758277,42676328,43510941,44310541,40702884,38234876,39477815,41315483,42425331,43854471,46088287,47721204,53986950,56413907,59508960,60281517,62804028,0,0,,0,,,
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,1981,5441567,Existing 2017,MB,DO,Operating,143597066,272019932,287131819,289394110,294150638,304515935,302259260,296204561,317242313,333325615,352236526,370156399,387529760,400367435,431961788,447381695,472741209,501418618,533823570,550023201,569960147,596307945,596069929,618777921,620119946,628216161,628361295
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,1981,5441567,Existing 2017,MB,PT,Operating,,,,,67046,236141,257852,240910,533536,642955,549329,279422,284655,302643,320103,,,,,,0,0,,946106,,,1042658
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,1981,5441567,Existing 2017,SR,DO,Operating,,,,,,,,,,,,,,,,,,,,,65997289,64951803,65509761,69576837,67990279,70949147,72513107
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,1981,5441567,Existing 2017,TB,DO,Operating,6622530,13677874,11585502,9265083,10851729,11610077,11610337,10819515,11626159,12443852,12427521,11274115,4230683,,,,,774658,11482268,12057292,13092802,13466299,13169981,14169207,13912278,14353926,14589899
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,DR,PT,Operating,0,0,0,0,0,0,0,0,0,0,0,0,27912,28950,33340,15842,16204,34095879,33878973,33826442,35751184,36996262,36260784,36251314,36258223,35016141,35216342
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,IP,DO,Operating,302365,309353,354074,346121,340387,420464,432030,454688,438176,380026,476608,505737,473387,462571,456796,497231,542042,560730,578112,817078,694557,755100,748282,867105,900190,939596,1018784
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,IP,PT,Discontinued,387780,388194,371775,376323,481308,386848,343031,353916,329123,318229,344751,452683,450646,498475,491939,38553,36428,45648,52253,106058,123898,140974,,0,,,
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,LR,DO,Operating,23797198,23487226,27444761,27471358,25634408,25953633,25315848,26498041,27810806,27826553,29212611,30268160,31907803,35589571,39491995,40753923,42665721,44345351,51745053,50135809,48143059,52043343,51528512,53118488,55717989,60301731,62950866
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,MB,DO,Operating,106544652,126076183,147188702,141637296,146481185,151788225,154709265,167543061,171382771,181394901,198535819,210104935,210614558,219056516,233998360,257837103,258792627,260607061,259893237,281718535,287022904,282746282,270445022,276809830,284307365,301385382,301051225
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,MB,PT,Discontinued,570872,246570,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,30023,3023,Beaver County Transit Authority(BCTA),Active,Full Reporter,Rochester,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,181181,1938810,1862039,1892188,1924040,1925988,2065732,2123663,2059421,2120318,2274716,2455495,2090567,2042293,1864228
2017,30023,3023,Beaver County Transit Authority(BCTA),Active,Full Reporter,Rochester,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,DR,PT,Discontinued,989927,1102702,1133121,1210669,1270640,1316341,1543174,1633935,1682803,1728694,1918025,1957267,1751617,,,,,,,,0,0,,0,,,
2017,30023,3023,Beaver County Transit Authority(BCTA),Active,Full Reporter,Rochester,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,358954,3280799,3427562,3731473,3707637,3957299,3937719,4047356,4310484,4543086,4548586,5066563,5178843,5348184,5419151
2017,30023,3023,Beaver County Transit Authority(BCTA),Active,Full Reporter,Rochester,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,MB,PT,Discontinued,1361508,1480613,1540034,1675363,1829093,1862636,1848901,1837473,1866567,2062058,2376937,2783559,2628197,,,,,,,,0,0,,0,,,
2016,30024,3024,Berks Area Regional Transportation Authority(BARTA),Inactive,Full Reporter,Reading,PA,2010,"Reading, PA",140,104,266254,Pre 2017,DR,DO,Discontinued,730299,1179916,1238097,1300464,1496752,1350597,1320214,1396990,1502645,1639684,1813579,2034736,2209941,2476810,2735090,2900930,3061527,3187113,3564218,3548284,3664629,3888997,3978061,4142876,4559775,4273662,
2016,30024,3024,Berks Area Regional Transportation Authority(BARTA),Inactive,Full Reporter,Reading,PA,2010,"Reading, PA",140,104,266254,Pre 2017,DR,PT,Discontinued,243209,238983,207402,222527,237014,194514,234109,389493,340846,361535,394058,518786,1031082,1238282,1093876,1122200,1210002,1424229,1361492,1434679,1553962,1657019,1552823,1664538,1671943,1499999,
2016,30024,3024,Berks Area Regional Transportation Authority(BARTA),Inactive,Full Reporter,Reading,PA,2010,"Reading, PA",140,104,266254,Pre 2017,MB,DO,Discontinued,2988948,4372808,4724582,4849403,5331834,5214368,4768127,5250979,5455930,5687690,5448611,5688053,6399423,7040637,7615959,7595708,8209106,8839273,9309206,8552931,9154397,9772582,10263048,11063776,10788694,9998950,
2017,30025,3025,County of Lackawanna Transit System(COLTS),Active,Full Reporter,Scranton,PA,2010,"Scranton, PA",99,171,381502,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,1979870,2813653,2692832,2254360,2536377
2017,30025,3025,County of Lackawanna Transit System(COLTS),Active,Full Reporter,Scranton,PA,2010,"Scranton, PA",99,171,381502,Existing 2017,DR,PT,Operating,,,,,312101,439428,215684,128877,132359,132575,129911,113910,131213,149462,133166,139626,135691,125905,162962,184674,185688,186567,143332,37124,40357,42498,43904
2017,30025,3025,County of Lackawanna Transit System(COLTS),Active,Full Reporter,Scranton,PA,2010,"Scranton, PA",99,171,381502,Existing 2017,MB,DO,Operating,4464772,4601512,4555021,4676086,4339823,3819015,3795241,3644696,3740830,3693590,3738146,3723489,3910170,4242147,4556248,5076518,5395954,6221546,6186023,6439235,7170834,7465864,7537671,7969954,9193757,8638332,8210811
2017,30025,3025,County of Lackawanna Transit System(COLTS),Active,Full Reporter,Scranton,PA,2010,"Scranton, PA",99,171,381502,Existing 2017,MB,PT,Operating,48417,51000,49845,50506,58080,59700,93165,164590,237423,281663,325480,273009,285295,284996,314892,323093,350277,360571,399359,421948,438538,480988,924504,944748,954171,751595,758151
2017,30026,3026,Williamsport Bureau of Transportation(RVT),Active,Full Reporter,Williamsport,PA,2010,"Williamsport, PA",462,27,56142,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,5867,3405,406,227,6873
2017,30026,3026,Williamsport Bureau of Transportation(RVT),Active,Full Reporter,Williamsport,PA,2010,"Williamsport, PA",462,27,56142,Existing 2017,DR,PT,Operating,,,4540,10743,11799,15815,11640,8432,10736,21078,25947,30201,42168,37341,32443,34578,24510,25711,25909,21690,22226,20952,18327,15620,15840,13970,9625
2017,30026,3026,Williamsport Bureau of Transportation(RVT),Active,Full Reporter,Williamsport,PA,2010,"Williamsport, PA",462,27,56142,Existing 2017,MB,DO,Operating,1760003,1781611,1814516,1878726,1958547,2000385,1849843,1964762,2190266,2342321,2456820,2598502,2877026,2930244,3126129,3556406,4047339,4190262,4624152,4676348,5124600,5525920,5970035,6288299,6655593,6830857,7049850
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,232045,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,262511,557406,1139297,1239643,1281832,1077168
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,232045,Existing 2017,CB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,1100965,923765,977644,0,,,
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,232045,Existing 2017,DR,DO,Operating,,,,,,1110976,1184165,1138479,1191120,1135380,1320928,1593912,1952002,2117071,2509029,2757691,2838430,3169206,3769162,3276779,3400647,4243983,5018559,5088494,5157222,7793351,11925802
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,232045,Existing 2017,DR,PT,Operating,,9589,47471,48700,,191292,273235,252936,259310,242345,226660,205949,153118,40589,22628,169810,350138,474962,885034,795902,1123496,3201193,653515,671109,436717,661844,680247
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,232045,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,136083,237131,88884,169711,105773,97073,462675,743791
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,232045,Existing 2017,MB,DO,Operating,1982143,1978512,2043423,2193015,,2518143,2181371,2382478,2807724,3301988,3948313,4198143,4581216,4779711,5030781,5326969,6352130,6770011,6828972,6786714,7495730,8787794,8321475,8891802,9082947,8798360,8873583
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,232045,Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,307276,314119,633327,836647,0,0,,0,,,
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,232045,Existing 2017,VP,PT,Discontinued,,,,,,,,,,,,,,,,,,13875,34177,36108,0,0,,0,,,
2017,30030,3030,Washington Metropolitan Area Transit Authority(WMATA),Active,Full Reporter,Washington,DC,2010,"Washington, DC-VA-MD",8,1322,4586770,Existing 2017,DR,PT,Operating,,,,1832235,3557192,5907280,9139417,10168147,12998380,17588813,20590658,26245787,34247212,37846133,42262091,52280070,57819188,66775690,86566628,84189600,95651976,95513343,95059545,96754252,103130990,106347886,109855139
2017,30030,3030,Washington Metropolitan Area Transit Authority(WMATA),Active,Full Reporter,Washington,DC,2010,"Washington, DC-VA-MD",8,1322,4586770,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,13979362,13962454,8201750,8172504,8717777,9524213,9828917,12026450
2017,30030,3030,Washington Metropolitan Area Transit Authority(WMATA),Active,Full Reporter,Washington,DC,2010,"Washington, DC-VA-MD",8,1322,4586770,Existing 2017,HR,DO,Operating,268900000,295138461,313297890,334748748,341426185,361558858,339095797,367188986,377997669,408850004,453017452,460755437,487504822,525516163,572873367,642479256,696335404,755747463,804763471,787299552,844106385,843658227,909456911,952625777,983937590,1002200678,992646766
2017,30030,3030,Washington Metropolitan Area Transit Authority(WMATA),Active,Full Reporter,Washington,DC,2010,"Washington, DC-VA-MD",8,1322,4586770,Existing 2017,MB,DO,Operating,294629141,291202632,291259842,288361172,301012398,279842896,271643406,272845222,281471866,295750490,328999835,342558977,355019732,395725481,420249296,463891670,480772836,508532716,516012695,544160730,528116360,549474659,551813538,566428316,621410880,590647746,631132672
2017,30030,3030,Washington Metropolitan Area Transit Authority(WMATA),Active,Full Reporter,Washington,DC,2010,"Washington, DC-VA-MD",8,1322,4586770,Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,6104558,5687764,7274696,9842250,13292019,15333031,16328951,16601127,17062371,4367852,,
1995,30031,3031,Delaware Administration for Regional Transit,Inactive,Full Reporter,Dover,DE,1990,"Wilmington, DE--NJ--MD--PA",68,188,449616,Pre 2017,MB,DO,Discontinued,10628756,11171227,12459522,14754223,15894522,,,,,,,,,,,,,,,,,,,,,,
1995,30032,3032,Delaware Administration for Specialized Transportation,Inactive,Full Reporter,Dover,DE,1990,"Dover, DE",392,38,50787,Pre 2017,DR,DO,Discontinued,1368489,2721798,3149737,4574301,5124003,,,,,,,,,,,,,,,,,,,,,,
1995,30032,3032,Delaware Administration for Specialized Transportation,Inactive,Full Reporter,Dover,DE,1990,"Dover, DE",392,38,50787,Pre 2017,MB,DO,Discontinued,,,,909263,1132878,,,,,,,,,,,,,,,,,,,,,,
1995,30032,3032,Delaware Administration for Specialized Transportation,Inactive,Full Reporter,Dover,DE,1990,"Dover, DE",392,38,50787,Pre 2017,MB,PT,Discontinued,,475171,466848,,,,,,,,,,,,,,,,,,,,,,,,
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,26013830,33903309,53301960,53430442,51244411,43566514,60664667
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,CR,PT,Operating,,,32187999,32414322,37287370,50266594,44538945,42357387,43901671,43725874,49158496,53589908,58654382,66063524,68203374,72783135,76897049,93570560,109135596,107635184,92903640,97050916,121608748,136202694,142322128,139558116,142591765
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,DR,DO,Operating,2053724,2682143,2710491,2758954,2880940,3070683,3256990,3495815,3588302,3787513,3823685,4153763,4616918,5283858,9455252,13035641,14347122,17070286,15972604,13741278,16418033,16103002,17296929,16465057,,,836522
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,DR,PT,Operating,867566,982285,1209487,2007678,3404111,4378889,4935737,6430638,6949903,7284636,9879816,10361177,11689092,14804018,18535344,29529125,34382181,37391374,44032082,41234877,41779130,48964777,66239143,58615750,68469945,80153039,79810591
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,4245339,6137697,7309328,9897803,10725707,14830146,10953516,14572748
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,HR,DO,Operating,28762026,32830935,31656561,32951862,33644632,33025223,32006572,33812888,35688045,36716446,36352812,39344995,40944954,41810635,40440129,42576784,50550360,54980744,52222401,53537291,56224020,53571599,51652666,55797360,56371453,52860997,51834660
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,LR,DO,Operating,,2808017,12462864,17438116,17769175,20340327,19935287,23001451,27510225,28735411,32460193,32027136,34501547,33687929,36314050,35948319,39749523,37452561,33173423,39400273,39190928,43345659,37766098,42822159,44757502,43513880,42626110
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,MB,DO,Operating,97157274,128070913,121734911,124753207,130406601,134017585,135410607,141159845,146641690,153841863,163727565,166994045,187416870,177251647,198452825,202366234,212385098,247668063,256331934,270960722,290578847,297374548,237510879,295496736,273838049,272115276,303743294
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,MB,PT,Discontinued,4288665,4994512,5734870,6232473,7158345,7857609,8821385,9013933,9438798,11618965,14866520,18721268,22414299,25300379,30010867,32268913,34789272,40856118,39417422,40008281,0,0,,0,,,
2017,30035,3035,Ohio Valley Regional Transportation Authority(OVRTA / EORTA),Active,Full Reporter,Wheeling,WV,2010,"Wheeling, WV-OH",353,47,81249,Existing 2017,DR,DO,Operating,57705,121885,146460,151415,159281,188769,188640,173783,216552,216674,222805,222512,242666,277474,294988,319590,293100,300922,295343,309548,318244,326605,332099,340665,352386,368170,368994
2017,30035,3035,Ohio Valley Regional Transportation Authority(OVRTA / EORTA),Active,Full Reporter,Wheeling,WV,2010,"Wheeling, WV-OH",353,47,81249,Existing 2017,MB,DO,Operating,1386389,1602188,1567116,1672339,1614833,1679062,1749942,1749998,1947666,2122961,2188747,2198651,2357135,2493001,2684970,2854135,2804699,3036625,2858915,3125167,3267684,3354395,3476263,3564235,3621132,3846007,3741065
2017,30036,3036,Charlottesville Area Transit(CAT),Active,Reduced Reporter,Charlottesville,VA,2010,"Charlottesville, VA",317,35,92359,Existing 2017,DR,PT,Discontinued,6021,9277,12888,12378,13414,1498202,403365,575225,649748,719797,711954,779792,907121,874362,967022,1111600,1219346,2638,5901,4561,0,0,,0,,,
2017,30036,3036,Charlottesville Area Transit(CAT),Active,Reduced Reporter,Charlottesville,VA,2010,"Charlottesville, VA",317,35,92359,Existing 2017,MB,DO,Operating,1327101,1297619,1382819,1388474,1479470,1545952,1635537,1642285,1759705,2336228,3247961,3043650,3283557,3650915,3968148,4192262,4468511,5395637,6047565,5863082,6175458,6384805,6614851,7125489,7188657,6998446,7421700
2017,30040,3040,Annapolis Department of Transportation(Annapolis Transit),Active,Reduced Reporter,Annapolis,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,DR,DO,Operating,171130,108961,168378,536955,394669,406943,538257,581131,674437,716476,,,,,,,,,,,0,317564,63175,206674,223158,259165,262222
2017,30040,3040,Annapolis Department of Transportation(Annapolis Transit),Active,Reduced Reporter,Annapolis,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,MB,DO,Operating,1423295,1106273,1231266,1228747,1128885,1124060,860561,1120197,1285191,1407608,2380738,3008819,3118159,3112494,3784351,4036789,4413598,4555941,4382619,4318842,3685699,4219063,3835346,4340144,4422140,4584098,4610753
2017,30041,3041,Allegany County Transit(ACT),Active,Reduced Reporter,Cumberland,MD,2010,"Cumberland, MD-WV-PA",484,33,51899,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,1326762,1177863,990923,878005,928669,921325,945828,907211,942288,924612,881697,308724
2017,30041,3041,Allegany County Transit(ACT),Active,Reduced Reporter,Cumberland,MD,2010,"Cumberland, MD-WV-PA",484,33,51899,Existing 2017,MB,DO,Operating,751211,693251,692767,,,,,,,,,,,,,944802,926398,919741,1163421,1122490,1090545,1058167,1040301,916087,941795,997833,1438954
2017,30042,3042,Washington County Transit(County Commuter),Active,Reduced Reporter,Hagerstown,MD,2010,"Hagerstown, MD-WV-PA",189,133,182696,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,163276,173718,186996,229178,234776,220196,218942,211913,223019,226423,220260,225459,232267,214049
2017,30042,3042,Washington County Transit(County Commuter),Active,Reduced Reporter,Hagerstown,MD,2010,"Hagerstown, MD-WV-PA",189,133,182696,Existing 2017,MB,DO,Operating,1161536,1092145,1035984,1089201,1153859,1113624,1032333,838983,964536,1213264,1208336,1263138,1167226,1218760,1275401,1361797,1402549,1489867,1480390,1510761,1521000,1657114,1556587,1554972,1843857,2069491,2074353
1996,30043,3043,The Columbia Transit System,Inactive,Full Reporter,Columbia,MD,1990,"Baltimore, MD",17,593,1889873,Pre 2017,MB,DO,Discontinued,1054362,919866,908877,1006859,1038172,,,,,,,,,,,,,,,,,,,,,,
2017,30044,3044,Westmoreland County Transit Authority(WCTA),Active,Full Reporter,Greensburg,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,DR,PT,Discontinued,,,10308,37939,56437,42840,66256,75772,83078,125930,197025,202328,210027,175717,206890,228299,195010,220880,341764,,0,0,,0,,,
2017,30044,3044,Westmoreland County Transit Authority(WCTA),Active,Full Reporter,Greensburg,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,310682,506394,529078,584472,6033395,5349463,4407785,4561562
2017,30044,3044,Westmoreland County Transit Authority(WCTA),Active,Full Reporter,Greensburg,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,1946016,0,0,,0,,,
2017,30044,3044,Westmoreland County Transit Authority(WCTA),Active,Full Reporter,Greensburg,PA,2010,"Pittsburgh, PA",27,905,1733853,Existing 2017,MB,PT,Operating,1095269,1086755,1071146,1236851,1108867,1028200,1144201,1176056,1249857,2370620,2540346,2337712,2620086,2606919,2790996,3421302,3738553,3975961,4617675,2185172,4628886,5078492,5142319,5266128,5634775,5703718,5558358
2017,30045,3045,"JAUNT, Inc.",Active,Full Reporter,Charlottesville,VA,2010,"Charlottesville, VA",317,35,92359,Existing 2017,DR,DO,Operating,999434,1138901,1262771,1445261,2078325,,,,,,,,,,,,,4709821,4997569,5088224,5329125,5447877,5479634,5646954,6014725,6242954,6615931
2017,30045,3045,"JAUNT, Inc.",Active,Full Reporter,Charlottesville,VA,2010,"Charlottesville, VA",317,35,92359,Existing 2017,DR,PT,Discontinued,,,,,50361,,,,,,,,,,,,,,,,0,0,,0,,,
1995,30047,3047,Delaware Railroad Administration,Inactive,Full Reporter,Doverngton,DE,1990,"Wilmington, DE--NJ--MD--PA",68,188,449616,Pre 2017,MB,PT,Discontinued,256614,249511,984322,1199144,871848,,,,,,,,,,,,,,,,,,,,,,
2017,30048,3048,Howard Transit(HT),Active,Full Reporter,Ellicott City,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,DR,PT,Operating,,,,,,,,1083810,1138297,1366996,1987018,1926014,1839106,1829920,1908008,2025332,2409487,3677381,4228960,4147979,3954960,4257304,4247448,4481292,4792569,3588269,4304748
2017,30048,3048,Howard Transit(HT),Active,Full Reporter,Ellicott City,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,246069,88656,196739
2017,30048,3048,Howard Transit(HT),Active,Full Reporter,Ellicott City,MD,2010,"Baltimore, MD",19,717,2203663,Existing 2017,MB,PT,Operating,,,,,,,,892315,948998,1458881,2982057,3675361,4081861,4965777,4079492,4379271,4912314,5394121,6170568,6090245,5948866,6079198,6112182,6175714,6813668,4625435,4313552
2007,30050,3050,"G G and C Bus Company, Inc.",Inactive,Full Reporter,Washington,PA,2000,"Pittsburgh, PA",22,852,1753136,Pre 2017,DR,DO,Discontinued,829621,720979,654070,606018,573041,610262,748234,984731,930699,997635,1050452,1222507,1310365,1393030,1473554,1621233,1741403,,,,,,,,,,
2007,30050,3050,"G G and C Bus Company, Inc.",Inactive,Full Reporter,Washington,PA,2000,"Pittsburgh, PA",22,852,1753136,Pre 2017,MB,DO,Discontinued,549873,560823,647669,478156,397311,408253,443874,507267,571959,608582,558357,597179,615330,608870,582478,644830,723740,,,,,,,,,,
2017,30051,3051,Ride-On Montgomery County Transit,Active,Full Reporter,Rockville,MD,2010,"Washington, DC-VA-MD",8,1322,4586770,Existing 2017,DR,DO,Discontinued,1709409,1826091,1901961,1780538,1653440,1544148,,,,,,,,,,,,,,,0,0,,0,,,
2017,30051,3051,Ride-On Montgomery County Transit,Active,Full Reporter,Rockville,MD,2010,"Washington, DC-VA-MD",8,1322,4586770,Existing 2017,DR,PT,Discontinued,,1228209,1160575,1247988,1433259,1999169,2702178,3462116,,8310670,2881688,3592583,4456728,4803081,5437204,2860251,3262957,3616939,4021883,1250491,1317709,1208284,,0,,,
2017,30051,3051,Ride-On Montgomery County Transit,Active,Full Reporter,Rockville,MD,2010,"Washington, DC-VA-MD",8,1322,4586770,Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,5504929,5413937,5449046,,0,,,
