Last Report Year,NTD ID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,40003,4003,Memphis Area Transit Authority(MATA),Active,Full Reporter,Memphis,TN,2010,"Memphis, TN-MS-AR",41,497,1060061,Existing 2017,LR,DO,Discontinued,,,0,17947,19278,20187,22568,33406,37300,39020,38890,38410,38151,46727,54950,49804,60380,60949,57742,54561,0,0,,0,,,
2017,40003,4003,Memphis Area Transit Authority(MATA),Active,Full Reporter,Memphis,TN,2010,"Memphis, TN-MS-AR",41,497,1060061,Existing 2017,MB,DO,Operating,419931,427381,427787,421749,417249,410150,430399,407107,414893,417952,421897,422458,381418,445132,424388,415478,399885,425944,421643,410069,385971,360070,356124,326919,330243,330786,322930
2017,40003,4003,Memphis Area Transit Authority(MATA),Active,Full Reporter,Memphis,TN,2010,"Memphis, TN-MS-AR",41,497,1060061,Existing 2017,SR,DO,Operating,,,,,,,,,,,,,,,,,,,,,40448,43211,42119,29894,0,0,0
2017,40004,4004,Metropolitan Transit Authority(MTA),Active,Full Reporter,Nashville,TN,2010,"Nashville-Davidson, TN",44,563,969587,Existing 2017,CB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,20331,20589,20796
2017,40004,4004,Metropolitan Transit Authority(MTA),Active,Full Reporter,Nashville,TN,2010,"Nashville-Davidson, TN",44,563,969587,Existing 2017,DR,DO,Operating,,54673,64632,67739,35205,50991,52899,54505,50566,50463,52171,56698,61517,72545,75807,93664,104088,117048,126319,115867,118783,129724,126503,136330,142268,138589,149522
2017,40004,4004,Metropolitan Transit Authority(MTA),Active,Full Reporter,Nashville,TN,2010,"Nashville-Davidson, TN",44,563,969587,Existing 2017,DR,PT,Discontinued,54586,,,,,,,,,,,,,,,20903,11652,28364,28006,,0,0,,0,,,
2017,40004,4004,Metropolitan Transit Authority(MTA),Active,Full Reporter,Nashville,TN,2010,"Nashville-Davidson, TN",44,563,969587,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,12648,13265,10316,11318,25685,29080,37190,45820
2017,40004,4004,Metropolitan Transit Authority(MTA),Active,Full Reporter,Nashville,TN,2010,"Nashville-Davidson, TN",44,563,969587,Existing 2017,MB,DO,Operating,288949,269061,256310,260031,264193,267185,266716,275661,282285,354770,294874,286147,292943,305800,306658,300581,303624,321162,303249,313114,348703,361120,402413,434710,421097,452725,480999
2017,40004,4004,Metropolitan Transit Authority(MTA),Active,Full Reporter,Nashville,TN,2010,"Nashville-Davidson, TN",44,563,969587,Existing 2017,VP,DO,Discontinued,10981,10793,9528,9449,,18332,,17397,,,,,22000,,,,,,,,0,0,,0,,,
2017,40005,4005,ART (Asheville Redefines Transit)(ART),Active,Full Reporter,Asheville,NC,2010,"Asheville, NC",133,265,280648,Existing 2017,DR,PT,Discontinued,6656,7560,9700,12843,11929,15399,19163,16680,17602,15485,13830,13736,11405,12475,11617,10799,10260,11117,11289,10623,10927,10747,0,0,,,
2017,40005,4005,ART (Asheville Redefines Transit)(ART),Active,Full Reporter,Asheville,NC,2010,"Asheville, NC",133,265,280648,Existing 2017,MB,DO,Operating,49341,46542,46462,43888,38959,37946,39874,39661,40128,42173,46720,50475,56668,58222,56139,58223,70298,71878,64137,63885,60712,59785,62975,62288,64345,68588,68107
2017,40006,4006,Cape Fear Public Transportation Authority(Wave),Active,Full Reporter,Wilmington,NC,2010,"Wilmington, NC",161,134,219957,Existing 2017,DR,DO,Operating,2656,1964,1683,2041,1880,1585,1510,1703,1587,1520,1268,1192,1067,965,432,649,967,36622,33462,36748,0,44095,25666,23510,22874,28586,20523
2017,40006,4006,Cape Fear Public Transportation Authority(Wave),Active,Full Reporter,Wilmington,NC,2010,"Wilmington, NC",161,134,219957,Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,39959,0,,0,,,
2017,40006,4006,Cape Fear Public Transportation Authority(Wave),Active,Full Reporter,Wilmington,NC,2010,"Wilmington, NC",161,134,219957,Existing 2017,MB,DO,Discontinued,32914,32856,33802,33717,33546,33048,32692,36994,37240,39228,45825,48983,47537,55858,93166,88991,91987,96303,96829,108579,0,0,,0,,,
2017,40006,4006,Cape Fear Public Transportation Authority(Wave),Active,Full Reporter,Wilmington,NC,2010,"Wilmington, NC",161,134,219957,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,92920,94999,88073,86268,86981,86498,85636
2017,40006,4006,Cape Fear Public Transportation Authority(Wave),Active,Full Reporter,Wilmington,NC,2010,"Wilmington, NC",161,134,219957,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,446,983,1316,937,817
2017,40007,4007,Capital Area Transit(CAT),Active,Full Reporter,Raleigh,NC,2010,"Raleigh, NC",50,518,884891,Existing 2017,DR,DO,Discontinued,,,,,,,,,,34542,33618,22967,14923,15486,14175,8699,3132,,,,0,0,,0,,,
2017,40007,4007,Capital Area Transit(CAT),Active,Full Reporter,Raleigh,NC,2010,"Raleigh, NC",50,518,884891,Existing 2017,DR,PT,Discontinued,3952,3990,15856,21298,29405,34333,31458,31864,,,50580,,,,,,,,287317,,0,0,,0,,,
2017,40007,4007,Capital Area Transit(CAT),Active,Full Reporter,Raleigh,NC,2010,"Raleigh, NC",50,518,884891,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,216982,202966,204007,208690,200229,248757,468427,286719
2017,40007,4007,Capital Area Transit(CAT),Active,Full Reporter,Raleigh,NC,2010,"Raleigh, NC",50,518,884891,Existing 2017,MB,DO,Operating,119341,114591,103528,101824,108917,107366,106488,106742,112464,126888,132941,136665,147805,149163,150137,165178,179617,198296,203508,213316,213368,216374,212023,214735,231528,234892,236794
2017,40007,4007,Capital Area Transit(CAT),Active,Full Reporter,Raleigh,NC,2010,"Raleigh, NC",50,518,884891,Existing 2017,MB,PT,Separate,4197,7900,15140,10021,7930,7928,9894,10014,,,,,,,,,,,,,0,0,0,0,,0,0
2017,40007,4007,Capital Area Transit(CAT),Active,Full Reporter,Raleigh,NC,2010,"Raleigh, NC",50,518,884891,Existing 2017,VP,PT,Discontinued,,2085,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,1249442,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,51819,52877,52804,55619
2017,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,1249442,Existing 2017,CR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
2017,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,1249442,Existing 2017,DR,DO,Operating,28050,28928,32004,38608,51672,51497,59542,64085,70640,93498,105784,102123,122376,123213,151500,131925,160591,135248,156293,131972,130588,151378,131641,132283,137706,147385,146131
2017,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,1249442,Existing 2017,DR,PT,Discontinued,5835,3498,3022,5367,3936,,,2438,6072,7395,6096,6024,,,,,,,,,0,0,,0,,,
2017,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,1249442,Existing 2017,LR,DO,Operating,,,,,,,,,,,,,,,7516,5280,,30594,54687,44281,45646,46642,54738,60519,66612,65043,66641
2017,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,1249442,Existing 2017,MB,DO,Operating,328709,323982,320687,326192,328512,347292,347036,374237,426684,453168,549396,589659,679651,692717,740223,764686,767936,819544,828877,778773,780795,789217,794812,740011,778994,793770,792241
2017,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,1249442,Existing 2017,MB,PT,Discontinued,1288,1244,1218,1203,14302,14439,14849,18452,18787,27281,35655,39668,39690,30003,29721,33327,7496,,,,0,0,,0,,,
2017,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,1249442,Existing 2017,SR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,10486,10752
2017,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,1249442,Existing 2017,VP,DO,Operating,8568,9072,11592,9828,12096,12096,9072,11592,32145,184212,39816,44707,37743,32192,33168,35102,37209,38804,41471,36532,36387,36361,38053,37963,36259,27722,22125
2017,40009,4009,Fayetteville Area System of Transit(FAST),Active,Full Reporter,Fayetteville,NC,2010,"Fayetteville, NC",122,198,310282,Existing 2017,DR,DO,Operating,,,,,,19124,19226,19896,20146,22864,19886,28596,20349,17644,15638,19305,13165,17372,18415,18127,17464,22239,22209,22186,29273,29509,30943
2017,40009,4009,Fayetteville Area System of Transit(FAST),Active,Full Reporter,Fayetteville,NC,2010,"Fayetteville, NC",122,198,310282,Existing 2017,MB,DO,Operating,45693,45693,42963,45084,44983,39457,51732,52148,52301,70614,56450,55973,59315,58732,58313,58759,55254,55313,57792,66443,70578,71314,73739,73504,85947,91581,91767
2017,40009,4009,Fayetteville Area System of Transit(FAST),Active,Full Reporter,Fayetteville,NC,2010,"Fayetteville, NC",122,198,310282,Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,1783,705
2017,40010,4010,City of Gastonia,Active,Reduced Reporter,Gastonia,NC,2010,"Gastonia, NC-SC",200,139,169495,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,3833,3805,3774,1809,1569,1785
2017,40010,4010,City of Gastonia,Active,Reduced Reporter,Gastonia,NC,2010,"Gastonia, NC-SC",200,139,169495,Existing 2017,MB,DO,Operating,17752,17624,17613,17519,0,,,,,,,,,,,,,,,,0,20945,21375,21146,20838,20807,22641
2017,40011,4011,High Point Transit System(Hi tran),Active,Reduced Reporter,High Point,NC,2010,"High Point, NC",202,113,166485,Existing 2017,DR,DO,Operating,9576,7239,7056,7000,7084,6804,7192,6696,6858,6696,6024,5787,5405,5659,5754,5168,5219,5422,5559,4378,5353,7042,10308,10431,10203,10264,9388
2017,40011,4011,High Point Transit System(Hi tran),Active,Reduced Reporter,High Point,NC,2010,"High Point, NC",202,113,166485,Existing 2017,DR,PT,Discontinued,5040,8652,9072,9613,9584,9642,,9742,10060,9840,9460,7191,7102,7130,7327,7246,7255,5799,5839,8271,7247,4108,,0,,,
2017,40011,4011,High Point Transit System(Hi tran),Active,Reduced Reporter,High Point,NC,2010,"High Point, NC",202,113,166485,Existing 2017,MB,DO,Operating,29428,30325,29672,29851,30573,31078,29768,29382,28912,28518,28596,28349,28419,28883,29668,29850,30029,29772,29094,28774,33177,33459,34105,33037,33301,33313,33374
2017,40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),Active,Full Reporter,Winston-Salem,NC,2010,"Winston-Salem, NC",95,323,391024,Existing 2017,DR,DO,Operating,22011,21505,22770,24794,30107,23900,24510,26735,26132,29742,31415,32880,32769,33374,38384,40372,41728,43327,46767,45487,50377,53912,54670,58416,63734,70823,75978
2017,40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),Active,Full Reporter,Winston-Salem,NC,2010,"Winston-Salem, NC",95,323,391024,Existing 2017,MB,DO,Operating,106668,105403,110092,111319,110054,112026,113194,111274,121183,121618,123648,124356,117470,120018,121466,119564,115480,114644,130144,132023,130598,133175,133223,135111,131946,137174,130109
2017,40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),Active,Full Reporter,Winston-Salem,NC,2010,"Winston-Salem, NC",95,323,391024,Existing 2017,VP,DO,Discontinued,9108,9614,13409,14168,22011,22770,18975,16192,17963,28778,,,,,,,,,,,0,0,,0,,,
2017,40014,4014,Ms Coast Transportation Authority(CTA),Active,Full Reporter,Gulfport,MS,2010,"Gulfport, MS",175,165,208948,Existing 2017,DR,DO,Operating,,,19829,,29648,25939,31928,34105,34829,33861,35506,33157,28310,25716,21668,14500,15588,23229,23679,26020,27992,27267,24739,24406,23200,23048,21439
2017,40014,4014,Ms Coast Transportation Authority(CTA),Active,Full Reporter,Gulfport,MS,2010,"Gulfport, MS",175,165,208948,Existing 2017,MB,DO,Operating,60774,72151,57940,,75436,70103,65936,64785,61620,68341,75844,66034,66633,61388,59440,51203,52369,59763,69059,81094,68677,74105,73603,70309,61150,68146,67930
2017,40014,4014,Ms Coast Transportation Authority(CTA),Active,Full Reporter,Gulfport,MS,2010,"Gulfport, MS",175,165,208948,Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,1881,6262,12361,16832,20518,20324,19582,18681,18271,17034,14380
2017,40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division (JATRAN)",Active,Full Reporter,Jackson,MS,2010,"Jackson, MS",107,242,351478,Existing 2017,DR,DO,Discontinued,13632,13474,14179,14793,19753,20594,21353,22324,21977,22483,24160,23230,23740,23616,23618,22859,22250,22776,14624,21687,22515,20592,24976,25892,,,
2017,40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division (JATRAN)",Active,Full Reporter,Jackson,MS,2010,"Jackson, MS",107,242,351478,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,25321,23148,27830
2017,40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division (JATRAN)",Active,Full Reporter,Jackson,MS,2010,"Jackson, MS",107,242,351478,Existing 2017,MB,DO,Discontinued,69828,66454,66282,67050,67880,67902,54599,56411,56158,58288,59006,58839,59349,59772,59618,55546,56888,60840,64879,64879,63695,47931,49616,48334,,,
2017,40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division (JATRAN)",Active,Full Reporter,Jackson,MS,2010,"Jackson, MS",107,242,351478,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,48949,48398,43272
2017,40016,4016,Ashland Bus System(ABS),Active,Reduced Reporter,Ashland,KY,2010,"Huntington, WV-KY-OH",178,130,202637,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,6744,8686,8455,7035,5840,7725,8287
2017,40016,4016,Ashland Bus System(ABS),Active,Reduced Reporter,Ashland,KY,2010,"Huntington, WV-KY-OH",178,130,202637,Existing 2017,MB,DO,Operating,14352,14917,,,,,,,,,,,,,,,,,,,13104,13680,13954,10626,10542,10794,10710
2017,40017,4017,Lexington Transit Authority(LexTran),Active,Full Reporter,Lexington,KY,2010,"Lexington-Fayette, KY",131,88,290263,Existing 2017,DR,PT,Operating,35175,39412,35739,34011,33984,33786,33861,36532,39474,34560,38086,41328,44401,50308,49973,60741,65352,67699,69326,87644,99646,96441,97785,104394,108925,116165,115693
2017,40017,4017,Lexington Transit Authority(LexTran),Active,Full Reporter,Lexington,KY,2010,"Lexington-Fayette, KY",131,88,290263,Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,2341,2833,,
2017,40017,4017,Lexington Transit Authority(LexTran),Active,Full Reporter,Lexington,KY,2010,"Lexington-Fayette, KY",131,88,290263,Existing 2017,MB,DO,Operating,90658,90824,75661,71512,72396,71919,74872,79842,107016,115361,131768,134295,133611,131524,93366,122276,169402,174466,181639,183032,188728,191408,191879,154851,167164,178389,188376
2017,40017,4017,Lexington Transit Authority(LexTran),Active,Full Reporter,Lexington,KY,2010,"Lexington-Fayette, KY",131,88,290263,Existing 2017,MB,PT,Discontinued,7620,12860,12286,8890,8960,8382,8415,8382,4590,1152,,,,,,,,,,,0,0,,0,,,
2017,40017,4017,Lexington Transit Authority(LexTran),Active,Full Reporter,Lexington,KY,2010,"Lexington-Fayette, KY",131,88,290263,Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,679,6341,7358,5806,4722
2017,40018,4018,Transit Authority of River City(TARC),Active,Full Reporter,Louisville,KY,2010,"Louisville/Jefferson County, KY-IN",43,477,972546,Existing 2017,DR,DO,Operating,12033,12818,13911,12552,9585,9398,9435,9755,9761,9615,12027,10249,9468,9580,7913,4208,3125,16889,3315,2728,2616,2239,1987,1781,1771,697,541
2017,40018,4018,Transit Authority of River City(TARC),Active,Full Reporter,Louisville,KY,2010,"Louisville/Jefferson County, KY-IN",43,477,972546,Existing 2017,DR,PT,Operating,55841,61448,83784,110254,91268,159844,162738,175177,182667,184497,187718,187377,179002,202372,209533,226353,251113,253171,252326,215623,217498,223929,198821,218517,227034,219217,223719
2017,40018,4018,Transit Authority of River City(TARC),Active,Full Reporter,Louisville,KY,2010,"Louisville/Jefferson County, KY-IN",43,477,972546,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,33131,43910,49847,76946,74182,89506,114333,118529
2017,40018,4018,Transit Authority of River City(TARC),Active,Full Reporter,Louisville,KY,2010,"Louisville/Jefferson County, KY-IN",43,477,972546,Existing 2017,MB,DO,Operating,602413,607198,608546,604186,556130,553214,574988,612324,618039,601533,586702,573323,571933,578891,555838,593169,607581,607656,595614,566108,541056,564676,572464,560869,564337,559951,567093
2017,40018,4018,Transit Authority of River City(TARC),Active,Full Reporter,Louisville,KY,2010,"Louisville/Jefferson County, KY-IN",43,477,972546,Existing 2017,MB,PT,Operating,8576,9406,10467,11588,11599,10439,11036,11004,11722,12642,12513,12461,15493,14871,11436,11773,11996,12044,11985,10395,1365,1360,1393,1398,1405,1414,1406
2017,40019,4019,Transit Authority of Northern Kentucky(TANK),Active,Full Reporter,Fort Wright,KY,2010,"Cincinnati, OH-KY-IN",30,788,1624827,Existing 2017,DR,DO,Operating,12694,15388,15374,17529,19534,20351,23834,20953,22864,24392,37309,40381,41843,41022,43781,45798,46596,49049,49217,49699,49951,49253,46373,47522,48100,50978,52347
2017,40019,4019,Transit Authority of Northern Kentucky(TANK),Active,Full Reporter,Fort Wright,KY,2010,"Cincinnati, OH-KY-IN",30,788,1624827,Existing 2017,DR,PT,Discontinued,619,622,254,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,40019,4019,Transit Authority of Northern Kentucky(TANK),Active,Full Reporter,Fort Wright,KY,2010,"Cincinnati, OH-KY-IN",30,788,1624827,Existing 2017,MB,DO,Operating,169049,173138,166073,167038,168782,195123,191462,191898,181701,201519,216807,222715,191789,197928,191551,191335,202451,215892,212294,203616,206442,207987,207967,212123,222739,222084,224901
2017,40019,4019,Transit Authority of Northern Kentucky(TANK),Active,Full Reporter,Fort Wright,KY,2010,"Cincinnati, OH-KY-IN",30,788,1624827,Existing 2017,MB,PT,Discontinued,,,,,,,,3344,19704,7636,,,,,,,,,,,0,0,,0,,,
2017,40020,4020,Owensboro Transit System(OTS),Active,Reduced Reporter,Owensboro,KY,2010,"Owensboro, KY",391,34,70543,Existing 2017,DR,PT,Discontinued,6003,6003,7460,9868,,,,,,,,,,,,,,,,,0,8050,9021,5312,11070,,
2017,40020,4020,Owensboro Transit System(OTS),Active,Reduced Reporter,Owensboro,KY,2010,"Owensboro, KY",391,34,70543,Existing 2017,MB,DO,Operating,21257,21387,21164,20668,,,,,,,,,,,,,,,,,0,20766,24227,29768,33210,33372,32244
2017,40021,4021,Albany Transit System(ATS),Active,Full Reporter,Albany,GA,2010,"Albany, GA",309,71,95779,Existing 2017,DR,DO,Operating,8446,8440,9451,6412,10050,12112,11988,11680,12932,12542,13161,14331,13244,13290,10271,9477,9294,8942,8144,6825,6940,7116,6398,6875,7052,8231,8301
2017,40021,4021,Albany Transit System(ATS),Active,Full Reporter,Albany,GA,2010,"Albany, GA",309,71,95779,Existing 2017,MB,DO,Operating,30121,30302,28894,29636,25820,25398,29713,34819,34388,35724,36087,37036,32044,32146,32061,32040,32287,31789,31329,31612,31914,34589,30849,35164,35095,34538,33953
2017,40022,4022,Metropolitan Atlanta Rapid Transit Authority(MARTA),Active,Full Reporter,Atlanta,GA,2010,"Atlanta, GA",9,2645,4515419,Existing 2017,DR,DO,Discontinued,,,,,,,36921,112553,117393,128425,138215,147739,185589,205479,205962,221711,247997,283793,311876,324394,324497,365850,372023,353975,365999,342727,
2017,40022,4022,Metropolitan Atlanta Rapid Transit Authority(MARTA),Active,Full Reporter,Atlanta,GA,2010,"Atlanta, GA",9,2645,4515419,Existing 2017,DR,PT,Operating,27478,26313,26390,32776,68892,89694,72413,,,,,,,,,,,,,,0,0,,0,,45531,439582
2017,40022,4022,Metropolitan Atlanta Rapid Transit Authority(MARTA),Active,Full Reporter,Atlanta,GA,2010,"Atlanta, GA",9,2645,4515419,Existing 2017,HR,DO,Operating,612802,621471,684655,801708,803024,827411,931374,821070,838364,817423,861159,896211,863362,836727,874822,802765,833235,873380,921043,829323,705069,674278,683037,686168,836278,838398,840494
2017,40022,4022,Metropolitan Atlanta Rapid Transit Authority(MARTA),Active,Full Reporter,Atlanta,GA,2010,"Atlanta, GA",9,2645,4515419,Existing 2017,MB,DO,Operating,1891882,1936199,1974474,1990453,1986517,2043579,2151617,2128536,2167226,2190556,2182604,2150344,2069757,2057974,1798393,1811834,1941988,2191352,2192737,2137324,1867433,1876643,1863322,1829053,1896315,2042743,2113732
2017,40022,4022,Metropolitan Atlanta Rapid Transit Authority(MARTA),Active,Full Reporter,Atlanta,GA,2010,"Atlanta, GA",9,2645,4515419,Existing 2017,MB,PT,Discontinued,40263,2153,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,40023,4023,Augusta Richmond County Transit Department(APT),Active,Full Reporter,Augusta,GA,2010,"Augusta-Richmond County, GA-SC",98,260,386787,Existing 2017,DR,DO,Discontinued,,,,,2774,2485,7124,6963,6949,8331,2971,4328,10912,11433,12470,12686,12586,13396,14499,13988,7788,0,,0,,,
2017,40023,4023,Augusta Richmond County Transit Department(APT),Active,Full Reporter,Augusta,GA,2010,"Augusta-Richmond County, GA-SC",98,260,386787,Existing 2017,DR,PT,Operating,2000,2000,4223,2332,,,,,,,,,,,,,,,,,5192,12596,12686,13371,13555,17181,15797
2017,40023,4023,Augusta Richmond County Transit Department(APT),Active,Full Reporter,Augusta,GA,2010,"Augusta-Richmond County, GA-SC",98,260,386787,Existing 2017,MB,DO,Discontinued,82400,82400,87008,83680,69746,68988,68748,59442,49801,43977,55172,54025,54468,51228,51104,48928,41396,41488,42595,41770,24174,0,,0,,,
2017,40023,4023,Augusta Richmond County Transit Department(APT),Active,Full Reporter,Augusta,GA,2010,"Augusta-Richmond County, GA-SC",98,260,386787,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,17828,42304,42184,42063,43751,42870,42585
2017,40024,4024,"Metra Transit System (Columbus, GA)(Metra)",Active,Reduced Reporter,Columbus,GA,2010,"Columbus, GA-AL",147,147,253602,Existing 2017,DR,DO,Operating,8049,7965,10240,10874,9796,10838,11033,11144,10595,10236,10528,11598,10473,11253,11231,10574,10916,13660,12236,12283,14478,14671,14700,16728,16923,17008,18389
2017,40024,4024,"Metra Transit System (Columbus, GA)(Metra)",Active,Reduced Reporter,Columbus,GA,2010,"Columbus, GA-AL",147,147,253602,Existing 2017,MB,DO,Operating,79685,80241,67725,76596,76081,69965,62678,62608,64657,64359,65982,64678,65310,66070,65450,64066,61148,61115,60864,61077,63204,64365,64963,65848,67880,68537,82854
2017,40025,4025,Chatham Area Transit Authority(CAT),Active,Full Reporter,Savannah,GA,2010,"Savannah, GA",144,165,260677,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,22405,44236,0,6366,48260,46748,44826,41296
2017,40025,4025,Chatham Area Transit Authority(CAT),Active,Full Reporter,Savannah,GA,2010,"Savannah, GA",144,165,260677,Existing 2017,DR,PT,Operating,19325,14980,60419,27128,27888,31104,31175,32176,34428,36316,34770,36684,35157,35022,35918,37970,42952,43665,46115,23044,0,53128,41484,0,7184,12075,27529
2017,40025,4025,Chatham Area Transit Authority(CAT),Active,Full Reporter,Savannah,GA,2010,"Savannah, GA",144,165,260677,Existing 2017,FB,DO,Operating,,,,,,,,,,,,,946,5445,5716,10498,9774,9774,7694,6154,6859,0,875,6799,6634,6863,6700
2017,40025,4025,Chatham Area Transit Authority(CAT),Active,Full Reporter,Savannah,GA,2010,"Savannah, GA",144,165,260677,Existing 2017,FB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,7196,5742,0,,,
2017,40025,4025,Chatham Area Transit Authority(CAT),Active,Full Reporter,Savannah,GA,2010,"Savannah, GA",144,165,260677,Existing 2017,MB,DO,Operating,165938,170286,172620,173936,179138,182475,170670,175679,174926,177916,177697,179594,176962,178122,184717,185917,187022,190265,200794,187430,206002,0,24668,183893,179203,183032,179783
2017,40025,4025,Chatham Area Transit Authority(CAT),Active,Full Reporter,Savannah,GA,2010,"Savannah, GA",144,165,260677,Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,194214,171194,0,,,
2017,40026,4026,Manatee County Area Transit(MCAT),Active,Full Reporter,Bradenton,FL,2010,"Sarasota-Bradenton, FL",64,327,643260,Existing 2017,DR,DO,Operating,29997,30089,32375,36440,34109,28795,26790,28885,29648,30681,33943,33281,35150,39177,42279,20172,22219,21600,40109,40911,37916,38863,40422,40228,44736,43212,44262
2017,40026,4026,Manatee County Area Transit(MCAT),Active,Full Reporter,Bradenton,FL,2010,"Sarasota-Bradenton, FL",64,327,643260,Existing 2017,DR,PT,Discontinued,,,,,,,,,22200,32364,35753,34736,,,,,,,,,0,0,,0,,,
2017,40026,4026,Manatee County Area Transit(MCAT),Active,Full Reporter,Bradenton,FL,2010,"Sarasota-Bradenton, FL",64,327,643260,Existing 2017,MB,DO,Operating,33853,34179,34178,31312,30982,31516,32940,33027,34491,45237,46097,56207,82517,75287,82600,85127,77700,82553,86978,86981,82830,86926,86132,86845,95373,95949,92805
2017,40026,4026,Manatee County Area Transit(MCAT),Active,Full Reporter,Bradenton,FL,2010,"Sarasota-Bradenton, FL",64,327,643260,Existing 2017,VP,DO,Discontinued,,,,,,,,,679,1106,,940,1165,1100,1101,,,,,,0,0,,0,,,
2017,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,2441770,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,10345,10390,10425,10420,10383
2017,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,2441770,Existing 2017,DR,DO,Discontinued,46195,46295,36210,33280,36608,,,,,,,,,,,,,,,,0,0,,0,,,
2017,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,2441770,Existing 2017,DR,PT,Operating,2008,2032,53855,102809,104318,114423,100179,105223,84362,88622,85849,70947,101761,113442,109853,112688,111661,104105,79804,42822,45730,52301,57419,58502,64984,71294,256934
2017,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,2441770,Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,46329,44632,44968,46187,44737,29696,26653,4265
