Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles,Deadhead Miles Questionable,Vehicle Hours,Vehicle Hours Questionable,"Vehicle 
Revenue 
Hours",Vehicle Revenue Hours Questionable,Deadhead Hours,Deadhead Hours Questionable,Train Miles,Train Miles Questionable,"Train 
Revenue
Miles",Train Revenue Miles Questionable,Train Hours,Train Hours Questionable,"Train 
Revenue 
Hours",Train Revenue Hours Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Passenger Miles,Passenger Miles Questionable,Directional Route Miles,Directional Route Miles Questionable,Any data questionable
Regional Transportation Authority,Nashville,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,969587,59,CR,PT,7,,2,,25.7918,,15.9415,,37.3117,,203746,,228701,,203497,,25204,,10486,,7890,,2596,,89434,,84479,,3535,,3012,,294389,,4692989,,62.8,,No
Livermore / Amador Valley Transit Authority,Livermore,CA,9144,90144,Independent Public Agency or Authority of Transit Service,Full Reporter,615968,59,DR,PT,12,,0,,14.388,,6.0213,,1.8362,,0,,454173,,424072,,30101,,30512,,29474,,1038,,0,,0,,0,,0,,54121,,325881,,0,,No
"Good Wheels, Inc.",Ft. Myers,FL,4R02-042,4R02-40207,Private-Non-Profit Corporation,Rural Reporter,0,59,DR,DO,58,,0,,17.1169,,0,,2.3699,,0,,0,,1994580,,0,,0,,116527,,0,,0,,0,,0,,0,,276155,,0,,0,,No
Paducah Transit Authority,Paducah,KY,4R04-012,4R04-41013,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,59,DR,DO,49,,0,,25.0546,,0,,1.8025,,0,,0,,1314941,,0,,0,,52483,,0,,0,,0,,0,,0,,94599,,0,,0,,No
Regional Transportation Authority,Nashville,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,969587,59,VP,PT,33,,0,,42.9694,,39.5655,,9.3371,,0,,622626,,622626,,0,,14490,,14490,,0,,0,,0,,0,,0,,135295,,5353018,,0,,No
Livermore / Amador Valley Transit Authority,Livermore,CA,9144,90144,Independent Public Agency or Authority of Transit Service,Full Reporter,615968,59,MB,PT,47,,0,,14.0584,,4.6227,,12.5063,,1726897,,1942818,,1726726,,216092,,134089,,122825,,11264,,0,,0,,0,,0,,1536084,,7100787,,300.4,,No
"Good Wheels, Inc.",Ft. Myers,FL,4R02-042,4R02-40207,Private-Non-Profit Corporation,Rural Reporter,0,59,MB,DO,1,,0,,10.0145,,0,,5.9058,,0,,0,,36032,,0,,0,,3598,,0,,0,,0,,0,,0,,21249,,0,,0,,No
Regional Transportation Authority,Nashville,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,969587,59,CB,PT,19,,0,,30.6717,,31.9648,,17.5329,,341411,,614406,,341039,,273367,,20748,,11119,,9629,,0,,0,,0,,0,,194948,,6231481,,500.4,,No
Shreveport Area Transit System,Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,298317,58,DR,DO,18,,0,,16.1331,,9.4504,,1.7187,,0,,705287,,636563,,68724,,43983,,39457,,4526,,0,,0,,0,,0,,67813,,640863,,0,,No
North Arkansas Transportation Service,Harrison,AR,6R01-005,6R01-60189,Private-Non-Profit Corporation,Rural Reporter,0,58,MB,DO,3,,0,,10.3093,,0,,1.4755,,0,,0,,88495,,0,,0,,8584,,0,,0,,0,,0,,0,,12666,,0,,0,,No
Alternativa de Transporte Integrado -ATI,San Juan,PR,4094,40094,State Government Unit or Department of Transportation,Full Reporter,2148346,58,HR,PT,32,,8,,18.2335,,4.7912,,71.9879,,1825794,,1980582,,1877306,,103276,,107201,,102959,,4242,,612643,,584874,,32944,,31806,,7411799,,35511580,,20.62,,No
"United Community Action Program, Inc.",Pawnee ,OK,6R04-009,6R04-60146,Private-Non-Profit Corporation,Rural Reporter,0,58,DR,DO,58,,0,,16.6743,,0,,1.3478,,0,,0,,1452830,,0,,0,,87130,,0,,0,,0,,0,,0,,117436,,0,,0,,No
North Arkansas Transportation Service,Harrison,AR,6R01-005,6R01-60189,Private-Non-Profit Corporation,Rural Reporter,0,58,DR,DO,55,,0,,8.19,,0,,1.5479,,0,,0,,593547,,0,,0,,72472,,0,,0,,0,,0,,0,,112177,,0,,0,,No
Rolling Plains Management Corporation / SHARP Lines,Crowell ,TX,6R05-008,6R05-60143,Other Publicly-Owned or Privately Chartered Corporation,Rural Reporter,0,58,DR,DO,58,,0,,15.392,,0,,2.4669,,0,,0,,828197,,0,,0,,53807,,0,,0,,0,,0,,0,,132737,,0,,0,,No
University of Georgia Transit System,Athens,GA,4180,40180,University,Full Reporter,128754,58,MB,DO,51,,0,,8.5649,,0.7439,,53.1956,,908411,,935726,,902419,,33307,,108954,,105362,,3592,,0,,0,,0,,0,,5604793,,4169581,,107.4,,No
Alternativa de Transporte Integrado -ATI,San Juan,PR,4094,40094,State Government Unit or Department of Transportation,Full Reporter,2148346,58,MB,PT,26,,0,,9.3047,,3.55,Q,8.4679,Q,980157,,1072253,,883024,,189229,,104579,,94901,,9678,,0,,0,,0,,0,,803615,Q,2852833,Q,66.66,,Yes
Shreveport Area Transit System,Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,298317,58,MB,DO,40,,0,,15.5587,,6.2334,,17.1076,,2242468,,2309260,,2239800,,69460,,146481,,143958,,2523,,0,,0,,0,,0,,2462779,,15351374,,453.6,,No
Springfield Mass Transit District,Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,161316,58,MB,DO,46,,0,,12.8821,,3.6753,,15.3706,,1353076,,1445238,,1381130,,64108,,110466,,107213,,3253,,0,,0,,0,,0,,1647927,,6056685,,344,,No
Springfield Mass Transit District,Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,161316,58,DR,DO,12,,0,,12.4496,,6.0857,,2.5157,,0,,425144,,385788,,39356,,32486,,30988,,1498,,0,,0,,0,,0,,77957,,474422,,0,,No
University of Georgia Transit System,Athens,GA,4180,40180,University,Full Reporter,128754,58,DR,DO,7,,0,,4.8537,,1.1316,,1.4267,,0,,63826,,49828,,13998,,12177,,10266,,1911,,0,,0,,0,,0,,14646,,16573,,0,,No
Everett Transit,Everett,WA,5,5,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3059393,57,DR,DO,24,,0,,11.4712,,5.3329,,2.5026,,0,,623553,,561171,,62382,,52823,,48920,,3903,,0,,0,,0,,0,,122427,,652894,,0,,No
"Bolivar County Council On Aging, Inc.",Cleveland,MS,4R05-002,4R05-41192,Private-Non-Profit Corporation,Rural Reporter,0,57,DR,DO,57,,0,,21.9517,,0,,1.3876,,0,,0,,2146829,,0,,0,,97798,,0,,0,,0,,0,,0,,135701,,0,,0,,No
Southwestern Pennsylvania Commission,Pittsburgh,PA,3078,30078,"MPO, COG or Other Planning Agency",Full Reporter,1733853,57,VP,PT,57,,0,,39.2207,,27.7205,,8.6469,,0,,929610,,929610,,0,,23702,,23702,,0,,0,,0,,0,,0,,204950,,5681307,,0,,No
Everett Transit,Everett,WA,5,5,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3059393,57,MB,DO,33,,0,,11.9795,,3.8157,,18.0098,,1265130,,1455202,,1265710,,189492,,114454,,105656,,8798,,0,,0,,0,,0,,1902840,,7260667,,148,,No
DeCamp Bus Lines,Montclair,NJ,2161,20161,Private-For-Profit Corporation,Full Reporter,18351295,57,CB,DO,57,,0,,17.2497,,16.3859,,18.4088,,1797840,,2044825,,1816584,,228241,,115920,,105311,,10609,,0,,0,,0,,0,,1938649,,31766511,,141.3,,No
River Bend Transit,Davenport,IA,7049,70049,Private-Non-Profit Corporation,Full Reporter,280051,56,DR,DO,45,,0,,14.7977,,10.4333,,4.3065,,0,,731367,,518823,,212544,,44606,,35061,,9545,,0,,0,,0,,0,,150991,,1575340,,0,,No
Transit Joint Powers Authority for Merced County,Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,136969,56,MB,PT,41,,0,,14.6463,,6.2155,,6.1915,,1714681,,2088849,,1850662,,238187,,134489,,126357,,8132,,0,,0,,0,,0,,782344,,4862630,,387.5,,No
River Bend Transit,Davenport,IA,7049,70049,Private-Non-Profit Corporation,Full Reporter,280051,56,MB,PT,1,,0,,15.2202,,6.2596,,2.8238,,30698,,33443,,27990,,5453,,2115,,1839,,276,,0,,0,,0,,0,,5193,,32506,,17.6,,No
Transit Joint Powers Authority for Merced County,Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,136969,56,DR,PT,15,,0,,14.1511,,6.3626,,1.8239,,0,,341987,,313476,,28511,,23490,,22152,,1338,,0,,0,,0,,0,,40404,,257073,,0,,No
Central Kentucky Community Action Council,Lebanon,KY,4R04-026,4R04-41165,Private-Non-Profit Corporation,Rural Reporter,0,56,DR,DO,56,,0,,23.3421,,0,,1.0438,,0,,0,,1906277,,0,,0,,81667,,0,,0,,0,,0,,0,,85241,,0,,0,,No
River Bend Transit,Davenport,IA,7049,70049,Private-Non-Profit Corporation,Full Reporter,280051,56,DR,PT,10,,0,,13.0681,,5.8758,,2.493,,0,,255469,,210985,,44484,,19319,,16145,,3174,,0,,0,,0,,0,,40249,,236495,,0,,No
Broome County Department of Public Transportation,Vestal,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,158084,55,DR,DO,7,,0,,13.4687,,16.2724,,1.8468,,0,,243304,,193262,,50042,,16665,,14349,,2316,,0,,0,,0,,0,,26500,,431218,,0,,No
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,9233,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,135267,55,DR,PT,3,,0,,18.2229,,8.3694,,2.0799,,0,,107073,,76190,,30883,,6994,,4181,,2813,,0,,0,,0,,0,,8696,,72780,,0,,No
Broome County Department of Public Transportation,Vestal,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,158084,55,MB,DO,38,,0,,11.7068,,3.6252,,20.3569,,1150148,,1229590,,1141494,,88096,,105986,,97507,,8479,,0,,0,,0,,0,,1984941,,7195868,,316.6,,No
Regional Transit Authority/RIDES,Spencer,IA,7R01-003,7R01-70240,Private-Non-Profit Corporation,Rural Reporter,0,55,DR,DO,55,,0,,11.4661,,0,,2.6513,,0,,0,,985412,,0,,0,,85941,,0,,0,,0,,0,,0,,227857,,0,,0,,No
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,9233,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,135267,55,VP,PT,33,,0,,45.3677,,32.9034,,7.3316,,0,,413436,,413436,,0,,9113,,9113,,0,,0,,0,,0,,0,,66813,,2198377,,0,,No
Broome County Department of Public Transportation,Vestal,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,158084,55,DR,PT,10,,0,,11.9319,,6.5607,,2.5596,,0,,341626,,299669,,41957,,27088,,25115,,1973,,0,,0,,0,,0,,64284,,421748,,0,,No
"Little Dixie Community Action Agency, Inc.",Hugo,OK,6R04-002,6R04-60191,Private-Non-Profit Corporation,Rural Reporter,0,55,DR,DO,55,,0,,17.1569,,0,,2.4608,,0,,0,,804094,,0,,0,,46867,,0,,0,,0,,0,,0,,115330,,0,,0,,No
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,9233,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,135267,55,MB,PT,19,,0,,22.2153,,11.1902,,11.1065,,849020,,942001,,842094,,99907,,41787,,37906,,3881,,0,,0,,0,,0,,421004,,4711129,,347,,No
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,73467,54,VP,DO,13,,0,,44.8243,,45,,5.9664,,0,,251016,,251016,,0,,5600,,5600,,0,,0,,0,,0,,0,,33412,,1503540,,0,,No
City of Elk Grove,Elk Grove,CA,9205,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634,54,DR,PT,9,,0,,12.5636,,6.2719,,1.6679,,0,,218225,,180288,,37937,,16301,,14350,,1951,,0,,0,,0,,0,,23934,,150112,,0,,No
Central Midlands Transit,Columbia,SC,4141,40141,Independent Public Agency or Authority of Transit Service,Full Reporter,549777,54,MB,PT,38,,0,,13.3975,,2.5575,,13.9661,,2368162,,2457424,,2333427,,123997,,182916,,174169,,8747,,0,,0,,0,,0,,2432463,,6221042,,453,,No
Coastal Regional Commission,Darien,GA,4R03-118,4R03-41112,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,54,DR,DO,54,,0,,16.568,,0,,1.1846,,0,,0,,1836533,,0,,0,,110848,,0,,0,,0,,0,,0,,131308,,0,,0,,No
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,73467,54,DR,DO,36,,0,,17.43,,12.8475,,1.3583,,0,,1327003,,1068962,,258041,,67697,,61329,,6368,,0,,0,,0,,0,,83303,,1070232,,0,,No
City of Elk Grove,Elk Grove,CA,9205,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634,54,CB,PT,26,,0,,18.4519,,13.4606,,19.4589,,382755,,691045,,382748,,308297,,30658,,20743,,9915,,0,,0,,0,,0,,403636,,5433182,,191,,No
Central Midlands Transit,Columbia,SC,4141,40141,Independent Public Agency or Authority of Transit Service,Full Reporter,549777,54,DR,PT,16,,0,,17.2646,,12.9231,,1.6292,,0,,711704,,678205,,33499,,42387,,39283,,3104,,0,,0,,0,,0,,63999,,827063,,0,,No
"Lakeland Bus Lines, Inc.",Dover,NJ,2163,20163,Private-For-Profit Corporation,Full Reporter,18351295,54,CB,DO,54,,0,,17.4078,,33.9386,,13.1919,,2310632,,3307012,,2235138,,1071874,,157844,,128399,,29445,,0,,0,,0,,0,,1693823,,57486017,,378.9,,No
City of Elk Grove,Elk Grove,CA,9205,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634,54,MB,PT,19,,0,,13.3878,,3.999,,11.0961,,523974,,638330,,522675,,115655,,44381,,39041,,5340,,0,,0,,0,,0,,433203,,1732370,,99.5,,No
Region XII Council of Governments/WITS,Carroll,IA,7R01-012,7R01-70224,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,54,DR,DO,54,,0,,22.8861,,0,,3.189,,0,,0,,1247473,,0,,0,,54508,,0,,0,,0,,0,,0,,173824,,0,,0,,No
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,73467,54,MB,DO,5,,0,,7.75,,19.5185,,6.75,,41917,,50941,,38905,,12036,,6275,,5020,,1255,,0,,0,,0,,0,,33885,,661385,,32,,No
Cambria County Transit Authority,Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,69014,53,DR,DO,19,,0,,16.3104,,12.584,,2.8347,,0,,476094,,375531,,100563,,27053,,23024,,4029,,0,,0,,0,,0,,65267,,821320,,0,,No
Grays Harbor Transit,Hoquiam,WA,0R03-012,0R03-00314,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,53,DR,DO,12,,0,,10.0932,,0,,2.5081,,0,,0,,269932,,0,,0,,26744,,0,,0,,0,,0,,0,,67076,,0,,0,,No
St. Cloud Metropolitan Transit Commission,St. Cloud,MN,5028,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,110621,53,CB,DO,4,,0,,29.638,,27.4276,,8.5742,,174211,,187544,,173886,,13658,,7897,,5867,,2030,,0,,0,,0,,0,,50305,,1379747,,69.6,,No
Greater Roanoke Transit Company,Roanoke,VA,3007,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,210111,53,DR,PT,17,,0,,18.3291,,9.0738,,2.0164,,0,,713158,,698779,,14379,,38671,,38124,,547,,0,,0,,0,,0,,76875,,697548,,0,,No
DDOT - Progressive Transportation Services Administration,Washington,DC,3112,30112,State Government Unit or Department of Transportation,Full Reporter,4586770,53,SR,PT,6,,4,,5.1615,,0.74,,44.0403,,123542,,136632,,131412,,5220,,27845,,25460,,2385,,136632,,131412,,27845,,25460,,1121266,,829703,,3.82,,No
Cambria County Transit Authority,Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,69014,53,MB,DO,32,,0,,13.3239,,3.3906,,13.434,,1045524,,1127814,,1061039,,66775,,83757,,79634,,4123,,0,,0,,0,,0,,1069801,,3627268,,325,,No
Grays Harbor Transit,Hoquiam,WA,0R03-012,0R03-00314,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,53,VP,DO,17,,0,,31.3137,,0,,9.6158,,0,,0,,339065,,0,,0,,10828,,0,,0,,0,,0,,0,,104120,,0,,0,,No
Greater Roanoke Transit Company,Roanoke,VA,3007,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,210111,53,CB,DO,1,,0,,33.0757,,49.32,,5.31,,121182,,128264,,121090,,7174,,4136,,3661,,475,,0,,0,,0,,0,,19440,,958781,,95,,No
DDOT - Progressive Transportation Services Administration,Washington,DC,3112,30112,State Government Unit or Department of Transportation,Full Reporter,4586770,53,MB,PT,47,,0,,5.6068,,1.3102,,18.0665,,1575927,,1281838,,1211693,,70145,,229005,,216110,,12895,,0,,0,,0,,0,,3904345,,5115529,,43,,No
St. Cloud Metropolitan Transit Commission,St. Cloud,MN,5028,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,110621,53,MB,DO,27,,0,,13.3202,,3.0686,,17.9567,,1301798,,1362070,,1301354,,60716,,109905,,97698,,12207,,0,,0,,0,,0,,1754333,,5383379,,131.1,,No
Concho Valley Transit District,San Angelo,TX,6102,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,92984,53,MB,DO,15,,0,,14.5016,,4.5161,,10.1871,,340146,,304029,,280533,,23496,,21005,,19345,,1660,,0,,0,,0,,0,,197070,,889986,,111.4,,No
Cambria County Transit Authority,Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,69014,53,IP,DO,2,,2,,2.5495,,0.1697,,63.8278,,2913,,2547,,2547,,0,,999,,999,,0,,2547,,2547,,999,,999,,63764,,10818,,0.34,,No
Grays Harbor Transit,Hoquiam,WA,0R03-012,0R03-00314,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,53,MB,DO,24,,0,,26.2791,,0,,18.5578,,0,,0,,1037526,,0,,0,,39481,,0,,0,,0,,0,,0,,732681,,0,,0,,No
St. Cloud Metropolitan Transit Commission,St. Cloud,MN,5028,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,110621,53,DR,DO,22,,0,,12.7652,,4.3015,,3.0433,,0,,614348,,572227,,42121,,51541,,44827,,6714,,0,,0,,0,,0,,136422,,586813,,0,,No
Greater Roanoke Transit Company,Roanoke,VA,3007,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,210111,53,MB,DO,35,,0,,14.6585,,5.68,,19.3073,,1606107,,1706146,,1605486,,100660,,114666,,109526,,5140,,0,,0,,0,,0,,2114650,,12011212,,305.2,,No
Concho Valley Transit District,San Angelo,TX,6102,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,92984,53,DR,DO,38,,0,,17.8149,,5.4317,,1.9985,,0,,931908,,801743,,130165,,51042,,45004,,6038,,0,,0,,0,,0,,89941,,488537,,0,,No
"Inca Community Services, Inc.",Atoka,OK,6R04-003,6R04-60205,Private-Non-Profit Corporation,Rural Reporter,0,52,DR,DO,52,,0,,16.8432,,0,,2.9414,,0,,0,,812163,,0,,0,,48219,,0,,0,,0,,0,,0,,141829,,0,,0,,No
Bay Metropolitan Transit Authority,Bay City,MI,5029,50029,Independent Public Agency or Authority of Transit Service,Full Reporter,70585,52,DR,DO,14,,0,,16.5543,,8.982,,1.8646,,0,,432283,,427580,,4703,,26110,,25829,,281,,0,,0,,0,,0,,48161,,432582,,0,,No
"Laredo Transit Management, Inc.",Laredo,TX,6009,60009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,235730,52,MB,DO,35,,0,,11.4577,,3.39,,20.1389,,1721757,,1762062,,1698756,,63306,,152004,,148263,,3741,,0,,0,,0,,0,,2985861,,10122069,,352,,No
"Trans-Bridge Lines, Inc. ",Bethlehem,PA,2169,20169,Private-For-Profit Corporation,Full Reporter,18351295,52,CB,DO,52,,0,,46.2204,,71.6248,,13.2724,,3744592,,3980312,,3881821,,98491,,88619,,83985,,4634,,0,,0,,0,,0,,1114680,,79838700,,576.9,,No
"Laredo Transit Management, Inc.",Laredo,TX,6009,60009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,235730,52,DR,DO,17,,0,,9.6651,,5.1465,,1.8995,,0,,297155,,262814,,34341,,29005,,27192,,1813,,0,,0,,0,,0,,51650,,265817,,0,,No
Bay Metropolitan Transit Authority,Bay City,MI,5029,50029,Independent Public Agency or Authority of Transit Service,Full Reporter,70585,52,MB,DO,38,,0,,20.649,,6.9378,,9.9826,,1008989,,1009506,,1008331,,1175,,48878,,48832,,46,,0,,0,,0,,0,,487472,,3382003,,615.3,,No
Addison County Transit Resources,Middlebury,VT,1R06-001,1R06-10143,Private-Non-Profit Corporation,Rural Reporter,0,51,DR,DO,37,,0,,30.8472,,0,,1.315,,0,,0,,1349351,,0,,0,,43743,,0,,0,,0,,0,,0,,57524,,0,,0,,No
Rockford Mass Transit District,Rockford,IL,5058,50058,Independent Public Agency or Authority of Transit Service,Full Reporter,296863,51,MB,DO,24,,0,,12.456,,4.36,,16.3421,,1201038,,1200045,,1200045,,0,,96343,,96343,,0,,0,,0,,0,,0,,1574445,,6864580,,242.8,,No
Douglas County Rideshare,Douglasville,GA,4082,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419,51,VP,DO,46,,0,,37.8418,,35.572,,4.4771,,0,,682666,,682666,,0,,18040,,18040,,0,,0,,0,,0,,0,,80767,,2873041,,0,,No
Addison County Transit Resources,Middlebury,VT,1R06-001,1R06-10143,Private-Non-Profit Corporation,Rural Reporter,0,51,CB,DO,5,,0,,26.431,,0,,5.3543,,0,,0,,113759,,0,,0,,4304,,0,,0,,0,,0,,0,,23045,,0,,0,,No
Rockford Mass Transit District,Rockford,IL,5058,50058,Independent Public Agency or Authority of Transit Service,Full Reporter,296863,51,DR,DO,27,,0,,15.5107,,8.1575,,2.1927,,0,,844299,,748313,,95986,,54186,,48245,,5941,,0,,0,,0,,0,,105786,,862951,,0,,No
Douglas County Rideshare,Douglasville,GA,4082,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419,51,DR,DO,5,,0,,12.6474,,17.1541,,2.6047,,0,,91270,,88595,,2675,,8091,,7005,,1086,,0,,0,,0,,0,,18246,,312993,,0,,No
Addison County Transit Resources,Middlebury,VT,1R06-001,1R06-10143,Private-Non-Profit Corporation,Rural Reporter,0,51,MB,DO,9,,0,,19.5802,,0,,6.1857,,0,,0,,296855,,0,,0,,15161,,0,,0,,0,,0,,0,,93781,,0,,0,,No
Transfort ,Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465,50,MB,DO,32,,0,,13.0755,,3.0886,,29.1715,,1271537,,1392704,,1270691,,122013,,102624,,97181,,5443,,0,,0,,0,,0,,2834916,,8755971,,214.9,,No
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter,728825,50,CB,DO,26,,0,,25.5621,,6.7787,,7.572,,1176837,,1069613,,1048531,,21082,,46371,,41019,,5352,,0,,0,,0,,0,,310595,,2105426,,617.8,,No
Eau Claire Transit,Eau Claire,WI,5099,50099,"City, County or Local Government Unit or Department of Transportation",Full Reporter,102852,50,MB,DO,16,,0,,14.5614,,2.5642,,17.9787,,709488,,714302,,700796,,13506,,48976,,48127,,849,,0,,0,,0,,0,,865260,,2218730,,106.9,,No
Western Contra Costa Transit Authority,Pinole,CA,9159,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,50,DR,PT,10,,0,,13.4541,,8.1471,,2.6751,,0,,242695,,213274,,29421,,17680,,15852,,1828,,0,,0,,0,,0,,42406,,345485,,0,,No
Transfort ,Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465,50,DT,PT,8,,0,,11.4162,,4.3887,,1.8426,,0,,0,,183355,,0,,0,,16061,,0,,0,,0,,0,,0,,29594,,129880,,0,,No
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,73107,50,MB,DO,11,,0,,18.0382,,2.21,W,5.7443,,381528,,376076,,369639,,6437,,20916,,20492,,424,,0,,0,,0,,0,,117713,,260146,W,432,,Yes
Transfort ,Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465,50,RB,DO,6,,0,,10.2403,,2.5209,,48.9654,,308252,,325571,,307915,,17656,,30854,,30069,,785,,0,,0,,0,,0,,1472340,,3711579,,9.84,,No
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter,728825,50,MB,DO,19,,0,,18.5151,,11.0048,,5.9503,,979023,,1053551,,916347,,137204,,54880,,49492,,5388,,0,,0,,0,,0,,294493,,3240831,,645.3,,No
Eau Claire Transit,Eau Claire,WI,5099,50099,"City, County or Local Government Unit or Department of Transportation",Full Reporter,102852,50,DR,PT,34,,0,,20.7944,,9.3304,,2.2336,,0,,910290,,588898,,321392,,35200,,28320,,6880,,0,,0,,0,,0,,63255,,590197,,0,,No
Western Contra Costa Transit Authority,Pinole,CA,9159,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,50,CB,PT,8,,0,,28.2778,,23.9472,,15.9651,,480960,,552435,,480270,,72165,,19029,,16984,,2045,,0,,0,,0,,0,,271151,,6493313,,51.1,,No
Transfort ,Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465,50,DR,PT,2,,0,,10.9137,,4.28,,5.9,,0,,28982,,15170,,13812,,2392,,1390,,1002,,0,,0,,0,,0,,8201,,35100,,0,,No
Western Reserve Transit Authority,Youngstown,OH,5024,50024,Independent Public Agency or Authority of Transit Service,Full Reporter,387550,50,DR,DO,16,,0,,12.4765,,8.0377,,1.402,,0,,450691,,399309,,51382,,34599,,32005,,2594,,0,,0,,0,,0,,44870,,360652,,0,,No
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,73107,50,CB,DO,7,,0,,28.074,,46.6,W,3.5157,,126504,,121602,,114542,,7060,,4255,,4080,,175,,0,,0,,0,,0,,14344,,668430,W,521,,Yes
Transfort ,Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465,50,MB,PT,2,,0,,13.2941,,2.3735,,11.5954,,38649,,49767,,38606,,11161,,3188,,2904,,284,,0,,0,,0,,0,,33673,,79923,,20.7,,No
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter,728825,50,DR,DO,5,,0,,18.6851,,16.8524,,2.4356,,0,,128578,,112503,,16075,,7278,,6021,,1257,,0,,0,,0,,0,,14665,,247141,,0,,No
